season,details,reason,from,until,days,games,player,url
2122,Hamstring Injury,injury,2021-12-17,2022-01-14,28,3,Jamal Lewis,/jamal-lewis/profil/spieler/346018
2122,Calf Injury,injury,2021-11-07,2021-12-07,30,6,Youri Tielemans,/youri-tielemans/profil/spieler/249565
2122,Hip Injury,injury,2021-09-13,2021-12-20,98,14,Freddie Woodman,/freddie-woodman/profil/spieler/226049
2122,Transferred to Bournemouth,Transfer,2022-01-31,2022-05-30,,,Freddie Woodman,/freddie-woodman/profil/spieler/226049
2122,Transferred to Celtic U18,Transfer,2021-07-01,2021-07-13,,,Vincent Angelini,/vincent-angelini/profil/spieler/736251
2122,Transferred to Watford U23,Transfer,2021-07-14,2022-06-30,,,Vincent Angelini,/vincent-angelini/profil/spieler/736251
2122,Hip Injury,injury,2021-12-01,2022-01-14,44,6,Pascal Struijk,/pascal-struijk/profil/spieler/410708
2122,Hairline crack in calfbone,injury,2022-03-01,2022-06-30,121,14,Ben Mee,/ben-mee/profil/spieler/74810
2122,Transferred to Blackburn,Transfer,2021-07-01,2021-08-09,,,Adam Armstrong,/adam-armstrong/profil/spieler/250426
2122,Transferred to Kayserispor,Transfer,2021-07-01,2021-08-24,,,Aaron Lennon,/aaron-lennon/profil/spieler/14221
2122,Muscular problems,injury,2021-12-15,2022-02-15,62,13,Divock Origi,/divock-origi/profil/spieler/148368
2122,Transferred to Hibernian FC,Transfer,2022-01-10,2022-05-30,,,Rocky Bushiri,/rocky-bushiri/profil/spieler/511802
2122,Corona virus,injury,2022-05-30,2022-06-09,10,,Armando Broja,/armando-broja/profil/spieler/571743
2122,Fitness,injury,2021-11-11,2021-11-18,7,,Armando Broja,/armando-broja/profil/spieler/571743
2122,Ankle Injury,injury,2021-10-25,2021-11-04,10,2,Armando Broja,/armando-broja/profil/spieler/571743
2122,Transferred to Chelsea U23,Transfer,2021-07-01,2021-08-09,,,Armando Broja,/armando-broja/profil/spieler/571743
2122,Transferred to Chelsea U23,Transfer,2022-05-31,2022-06-30,,,Armando Broja,/armando-broja/profil/spieler/571743
2122,Thigh Muscle Strain,injury,2022-03-28,2022-03-31,3,,Ben Davies,/ben-davies/profil/spieler/192765
2122,Ill,injury,2021-10-04,2021-10-11,7,,Ben Davies,/ben-davies/profil/spieler/192765
2122,Back Injury,injury,2022-02-15,2022-04-20,64,13,Ryan Alebiosu,/ryan-alebiosu/profil/spieler/610649
2122,Transferred to Arsenal U23,Transfer,2021-07-01,2022-01-27,,,Ryan Alebiosu,/ryan-alebiosu/profil/spieler/610649
2122,Transferred to Crewe Alexandra,Transfer,2022-01-28,2022-05-30,,,Ryan Alebiosu,/ryan-alebiosu/profil/spieler/610649
2122,Transferred to Arsenal U23,Transfer,2022-05-31,2022-06-30,,,Ryan Alebiosu,/ryan-alebiosu/profil/spieler/610649
2122,Calf Injury,injury,2022-04-01,2022-04-30,29,6,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2122,groin strain,injury,2022-02-11,2022-03-07,24,6,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2122,tendon irritation,injury,2021-11-04,2021-12-22,48,8,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2122,Knock,injury,2021-09-09,2021-09-23,14,4,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2122,Quarantine,injury,2021-08-01,2021-08-15,14,1,Edinson Cavani,/edinson-cavani/profil/spieler/48280
2122,Chickenpox,injury,2022-05-12,2022-05-23,11,2,Javier Manquillo,/javier-manquillo/profil/spieler/162029
2122,Transferred to Leeds U21,Transfer,2021-07-01,2021-12-31,,,Sam Greenwood,/sam-greenwood/profil/spieler/532178
2122,Ankle Injury,injury,2021-08-19,2021-09-08,20,,Cameron Carter-Vickers,/cameron-carter-vickers/profil/spieler/341049
2122,Transferred to Celtic,Transfer,2021-08-31,2022-05-30,,,Cameron Carter-Vickers,/cameron-carter-vickers/profil/spieler/341049
2122,Transferred to Cardiff,Transfer,2022-01-12,2022-05-30,,,Cody Drameh,/cody-drameh/profil/spieler/531957
2122,Achilles tendon problems,injury,2022-02-22,2022-03-03,9,3,Hakim Ziyech,/hakim-ziyech/profil/spieler/217111
2122,Shoulder Injury,injury,2021-08-12,2021-08-17,5,1,Hakim Ziyech,/hakim-ziyech/profil/spieler/217111
2122,Transferred to Aston Villa U23,Transfer,2021-07-01,2022-06-30,,,Ben Chrisene,/ben-chrisene/profil/spieler/670846
2122,Transferred to Leicester U21,Transfer,2021-07-01,2022-06-30,,,Lewis Brunt,/lewis-brunt/profil/spieler/533657
2122,Transferred to AS Roma,Transfer,2021-07-01,2021-08-30,,,Robin Olsen,/robin-olsen/profil/spieler/75458
2122,Transferred to Sheff Utd,Transfer,2021-08-31,2022-01-16,,,Robin Olsen,/robin-olsen/profil/spieler/75458
2122,Transferred to AS Roma,Transfer,2022-01-17,2022-01-17,,,Robin Olsen,/robin-olsen/profil/spieler/75458
2122,Transferred to AS Roma,Transfer,2022-06-30,2022-06-30,,,Robin Olsen,/robin-olsen/profil/spieler/75458
2122,Unknown Injury,injury,2022-02-08,2022-02-16,8,2,Ozan Tufan,/ozan-tufan/profil/spieler/236471
2122,Knee Injury,injury,2021-11-12,2021-11-17,5,,Ozan Tufan,/ozan-tufan/profil/spieler/236471
2122,Transferred to Fenerbahce,Transfer,2021-07-01,2021-08-18,,,Ozan Tufan,/ozan-tufan/profil/spieler/236471
2122,Transferred to Fenerbahce,Transfer,2022-02-02,2022-06-30,,,Ozan Tufan,/ozan-tufan/profil/spieler/236471
2122,Transferred to Norwich U21,Transfer,2021-07-01,2022-01-03,,,Thomas Dickson-Peters,/thomas-dickson-peters/profil/spieler/566888
2122,Transferred to Gillingham FC,Transfer,2022-01-04,2022-05-30,,,Thomas Dickson-Peters,/thomas-dickson-peters/profil/spieler/566888
2122,Transferred to Norwich U21,Transfer,2022-05-31,2022-06-30,,,Thomas Dickson-Peters,/thomas-dickson-peters/profil/spieler/566888
2122,Transferred to Aston Villa U23,Transfer,2021-07-01,2021-08-01,,,Kaine Kesler-Hayden,/kaine-kesler-hayden/profil/spieler/626888
2122,Transferred to Swindon Town,Transfer,2021-08-02,2022-01-08,,,Kaine Kesler-Hayden,/kaine-kesler-hayden/profil/spieler/626888
2122,Transferred to Aston Villa U23,Transfer,2022-01-09,2022-01-30,,,Kaine Kesler-Hayden,/kaine-kesler-hayden/profil/spieler/626888
2122,Transferred to MK Dons,Transfer,2022-01-31,2022-05-30,,,Kaine Kesler-Hayden,/kaine-kesler-hayden/profil/spieler/626888
2122,Transferred to Aston Villa U23,Transfer,2022-05-31,2022-06-30,,,Kaine Kesler-Hayden,/kaine-kesler-hayden/profil/spieler/626888
2122,Plantar fascia,injury,2022-04-01,2022-04-13,12,2,Michael Olise,/michael-olise/profil/spieler/566723
2122,Transferred to Reading,Transfer,2021-07-01,2021-07-07,,,Michael Olise,/michael-olise/profil/spieler/566723
2122,Transferred to Tottenham U23,Transfer,2021-07-01,2022-06-30,,,Romaine Mundle,/romaine-mundle/profil/spieler/696181
2122,Shoulder Injury,injury,2021-12-18,2022-02-18,62,7,Charlie Cresswell,/charlie-cresswell/profil/spieler/597659
2122,Transferred to Man Utd U23,Transfer,2021-07-01,2022-06-30,,,Álvaro Fernandez,/alvaro-fernandez/profil/spieler/811778
2122,Transferred to OGC Nice,Transfer,2021-07-01,2021-07-12,,,Pierre Lees-Melou,/pierre-lees-melou/profil/spieler/377393
2122,Transferred to Ipswich,Transfer,2022-01-27,2022-05-30,,,Dominic Thompson,/dominic-thompson/profil/spieler/503688
2122,Corona virus,injury,2022-02-07,2022-02-16,9,2,Vitaliy Mykolenko,/vitaliy-mykolenko/profil/spieler/404842
2122,Unknown Injury,injury,2021-10-29,2021-11-18,20,3,Vitaliy Mykolenko,/vitaliy-mykolenko/profil/spieler/404842
2122,Pulled hamstring at the adductors,injury,2021-10-03,2021-10-13,10,1,Vitaliy Mykolenko,/vitaliy-mykolenko/profil/spieler/404842
2122,Unknown Injury,injury,2021-09-04,2021-09-10,6,,Vitaliy Mykolenko,/vitaliy-mykolenko/profil/spieler/404842
2122,Transferred to Dynamo Kyiv,Transfer,2021-07-01,2021-12-31,,,Vitaliy Mykolenko,/vitaliy-mykolenko/profil/spieler/404842
2122,Ill,injury,2021-08-02,2021-09-02,31,3,Dean Henderson,/dean-henderson/profil/spieler/258919
2122,Unknown Injury,injury,2022-03-02,2022-03-09,7,2,Amad Diallo,/amad-diallo/profil/spieler/536835
2122,Thigh Problems,injury,2021-08-28,2021-10-08,41,8,Amad Diallo,/amad-diallo/profil/spieler/536835
2122,Transferred to Rangers,Transfer,2022-01-27,2022-05-30,,,Amad Diallo,/amad-diallo/profil/spieler/536835
2122,Transferred to Real Betis,Transfer,2021-08-31,2022-06-29,,,Héctor Bellerín,/hector-bellerin/profil/spieler/191217
2122,Transferred to Man City U23,Transfer,2021-07-01,2021-08-30,,,Tommy Doyle,/tommy-doyle/profil/spieler/433183
2122,Transferred to Hamburger SV,Transfer,2021-08-31,2022-01-18,,,Tommy Doyle,/tommy-doyle/profil/spieler/433183
2122,Transferred to Man City U23,Transfer,2022-01-19,2022-01-19,,,Tommy Doyle,/tommy-doyle/profil/spieler/433183
2122,Transferred to Cardiff,Transfer,2022-01-20,2022-05-30,,,Tommy Doyle,/tommy-doyle/profil/spieler/433183
2122,Transferred to Man City U23,Transfer,2022-05-31,2022-06-30,,,Tommy Doyle,/tommy-doyle/profil/spieler/433183
2122,Transferred to Viking,Transfer,2021-08-31,2021-12-30,,,Patrik Gunnarsson,/patrik-gunnarsson/profil/spieler/429563
2122,Transferred to Viking,Transfer,2022-01-17,2022-06-30,,,Patrik Gunnarsson,/patrik-gunnarsson/profil/spieler/429563
2122,Foot Injury,injury,2022-04-05,2022-05-12,37,5,Daniel Podence,/daniel-podence/profil/spieler/256977
2122,Corona virus,injury,2021-11-19,2021-12-03,14,3,Daniel Podence,/daniel-podence/profil/spieler/256977
2122,Transferred to Blackburn,Transfer,2021-08-29,2022-05-30,,,Jan Paul van Hecke,/jan-paul-van-hecke/profil/spieler/576314
2122,Muscle Injury,injury,2022-02-21,2022-03-09,16,3,Anthony Martial,/anthony-martial/profil/spieler/182877
2122,Knee Injury,injury,2021-12-04,2021-12-13,9,3,Anthony Martial,/anthony-martial/profil/spieler/182877
2122,Fitness,injury,2021-10-15,2021-10-29,14,3,Anthony Martial,/anthony-martial/profil/spieler/182877
2122,Transferred to Sevilla FC,Transfer,2022-01-25,2022-06-29,,,Anthony Martial,/anthony-martial/profil/spieler/182877
2122,Transferred to Palace U21,Transfer,2021-07-01,2022-06-30,,,Tayo Adaramola,/tayo-adaramola/profil/spieler/724529
2122,Groin Injury,injury,2022-04-14,2022-04-28,14,4,Antonio Rüdiger,/antonio-rudiger/profil/spieler/86202
2122,Corona virus,injury,2022-01-06,2022-01-08,2,,Hannibal,/hannibal/profil/spieler/607224
2122,Transferred to Man Utd U23,Transfer,2021-07-01,2022-06-30,,,Hannibal,/hannibal/profil/spieler/607224
2122,Pubitis,injury,2022-02-05,2022-06-30,145,20,Oliver Skipp,/oliver-skipp/profil/spieler/406638
2122,Transferred to Celtic,Transfer,2021-07-01,2021-08-30,,,Odsonne Edouard,/odsonne-edouard/profil/spieler/344152
2122,Transferred to Burnley U21,Transfer,2021-07-01,2022-06-30,,,Owen Dodgson,/owen-dodgson/profil/spieler/686839
2122,Unknown Injury,injury,2022-01-07,2022-02-25,49,11,Taylor Richards,/taylor-richards/profil/spieler/484551
2122,Transferred to Birmingham,Transfer,2022-01-07,2022-05-30,,,Taylor Richards,/taylor-richards/profil/spieler/484551
2122,Groin Injury,injury,2022-01-22,2022-03-17,54,10,Nathan Tella,/nathan-tella/profil/spieler/340322
2122,Corona virus,injury,2021-12-17,2021-12-27,10,1,Nathan Tella,/nathan-tella/profil/spieler/340322
2122,Transferred to Preston,Transfer,2022-01-24,2022-05-30,,,Cameron Archer,/cameron-archer/profil/spieler/533662
2122,Quarantine,injury,2021-09-10,2021-09-17,7,1,Samuel Kalu,/samuel-kalu/profil/spieler/424051
2122,Transferred to G. Bordeaux,Transfer,2021-07-01,2022-01-25,,,Samuel Kalu,/samuel-kalu/profil/spieler/424051
2122,Transferred to Everton U23,Transfer,2021-07-01,2022-06-30,,,Lewis Dobbin,/lewis-dobbin/profil/spieler/627248
2122,Transferred to FC Lorient,Transfer,2021-07-01,2021-08-09,,,Yoane Wissa,/yoane-wissa/profil/spieler/388165
2122,Thigh Problems,injury,2022-04-03,2022-04-23,20,3,Shane Duffy,/shane-duffy/profil/spieler/119269
2122,Ankle Injury,injury,2022-01-14,2022-02-04,21,3,Shane Duffy,/shane-duffy/profil/spieler/119269
2122,Corona virus,injury,2021-12-16,2021-12-28,12,1,Shane Duffy,/shane-duffy/profil/spieler/119269
2122,Ankle Fracture,injury,2021-11-05,2022-03-14,129,20,Kwadwo Baah,/kwadwo-baah/profil/spieler/711247
2122,Transferred to Man City U23,Transfer,2021-07-01,2021-08-30,,,Claudio Gomes,/claudio-gomes/profil/spieler/395239
2122,Transferred to Barnsley FC,Transfer,2021-08-31,2022-04-25,,,Claudio Gomes,/claudio-gomes/profil/spieler/395239
2122,Transferred to Man City U23,Transfer,2022-04-26,2022-06-30,,,Claudio Gomes,/claudio-gomes/profil/spieler/395239
2122,Ankle Injury,injury,2022-02-14,2022-02-28,14,4,Diogo Jota,/diogo-jota/profil/spieler/340950
2122,Transferred to Liverpool U23,Transfer,2021-07-01,2022-06-30,,,James Norris,/james-norris/profil/spieler/618495
2122,Transferred to Man City U23,Transfer,2021-07-01,2022-06-30,,,Josh Wilson-Esbrand,/josh-wilson-esbrand/profil/spieler/576121
2122,Transferred to Arsenal U23,Transfer,2021-07-01,2022-01-11,,,Folarin Balogun,/folarin-balogun/profil/spieler/503770
2122,Transferred to Middlesbrough,Transfer,2022-01-12,2022-05-30,,,Folarin Balogun,/folarin-balogun/profil/spieler/503770
2122,Transferred to Arsenal U23,Transfer,2022-05-31,2022-06-30,,,Folarin Balogun,/folarin-balogun/profil/spieler/503770
2122,Transferred to Liverpool U18,Transfer,2021-07-01,2022-06-30,,,James Balagizi,/james-balagizi/profil/spieler/655987
2122,Transferred to Wolves U21,Transfer,2021-07-01,2021-08-30,,,Andreas Söndergaard,/andreas-sondergaard/profil/spieler/462820
2122,Transferred to Randers FC,Transfer,2021-08-31,2021-12-30,,,Andreas Söndergaard,/andreas-sondergaard/profil/spieler/462820
2122,Transferred to Wolves U21,Transfer,2021-12-31,2022-01-30,,,Andreas Söndergaard,/andreas-sondergaard/profil/spieler/462820
2122,Transferred to Hereford,Transfer,2022-01-31,2022-05-30,,,Andreas Söndergaard,/andreas-sondergaard/profil/spieler/462820
2122,Transferred to Wolves U21,Transfer,2022-05-31,2022-06-30,,,Andreas Söndergaard,/andreas-sondergaard/profil/spieler/462820
2122,Transferred to West Ham U21,Transfer,2021-07-01,2022-06-30,,,Armstrong Oko-Flex,/armstrong-oko-flex/profil/spieler/531461
2122,Transferred to Brighton U23,Transfer,2021-07-01,2022-06-30,,,Ed Turns,/ed-turns/profil/spieler/580809
2122,Transferred to Aberdeen FC,Transfer,2021-08-27,2021-12-30,,,Matty Longstaff,/matty-longstaff/profil/spieler/484387
2122,Transferred to Mansfield Town,Transfer,2022-01-31,2022-05-30,,,Matty Longstaff,/matty-longstaff/profil/spieler/484387
2122,Transferred to Fenerbahce,Transfer,2021-07-01,2021-09-08,,,Zanka,/zanka/profil/spieler/52059
2122,Transferred to Tottenham U23,Transfer,2021-07-01,2022-06-30,,,Matthew Craig,/matthew-craig/profil/spieler/633659
2122,Hamstring Injury,injury,2022-04-21,2022-04-28,7,2,Reece James,/reece-james/profil/spieler/472423
